Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_Worker,Class
A12,24,existing credits paid back duly till now,radio/television,1967,< 100 DM, >= 7 years,4,female : divorced/separated/married,,4,car or other,20,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,33,critical account,Car New,7253,< 100 DM,4 <= ... < 7 years,3,male : single,,2,car or other,35,,Own,2,management,1,registered under the customers name,Yes,1
A14,12,critical account,business,2292,< 100 DM,unemployed,4,male : single,,2,car or other,42,Stores,Own,2,management,1,registered under the customers name,Yes,2
A14,10,existing credits paid back duly till now,Car Used,1597,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male : single,,2,no property,40,,Rent,1,unskilled - resident,2,,No,1
A11,24,existing credits paid back duly till now,Car Used,1381,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,2,building society savings agreement/ life insurance,35,,Own,1,skilled employee,1,,Yes,2
A14,36,critical account,Car New,5842,< 100 DM, >= 7 years,2,male : single,,2,building society savings agreement/ life insurance,35,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,Car Used,2579,< 100 DM,< 1 year,4,male : single,,1,real estate,33,,Own,1,unskilled - resident,2,,Yes,2
A11,18,delay in paying off in the past,education,8471,Unknown,1 <= ... < 4 years,1,female : divorced/separated/married,,2,car or other,23,,Rent,2,skilled employee,1,registered under the customers name,Yes,1
A14,21,existing credits paid back duly till now,Car Used,2782,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female : divorced/separated/married,,2,car or other,31,Bank,Own,1,management,1,,Yes,1
A12,18,existing credits paid back duly till now,Car Used,1042,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,2,building society savings agreement/ life insurance,33,,Own,1,skilled employee,1,,Yes,2
A14,15,existing credits paid back duly till now,Car Used,3186,. >= 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,,3,car or other,20,,Rent,1,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,Car New,2028,Unknown,1 <= ... < 4 years,4,male : single,,2,car or other,30,,Own,1,skilled employee,1,,Yes,1
A12,12,critical account,Car Used,958,< 100 DM,4 <= ... < 7 years,2,male : single,,3,real estate,47,,Own,2,unskilled - resident,2,,Yes,1
A14,21,delay in paying off in the past,furniture/equipment,1591,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,,3,real estate,34,,Own,2,management,1,,Yes,1
A12,12,existing credits paid back duly till now,furniture/equipment,2762,Unknown, >= 7 years,1,female : divorced/separated/married,,2,building society savings agreement/ life insurance,25,Bank,Own,1,skilled employee,1,registered under the customers name,Yes,2
A12,18,existing credits paid back duly till now,Car New,2779,< 100 DM,1 <= ... < 4 years,1,male : married/widowed,,3,car or other,21,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A14,28,critical account,radio/television,2743,< 100 DM, >= 7 years,4,male : single,,2,car or other,29,,Own,2,skilled employee,1,,Yes,1
A14,18,critical account,radio/television,1149,. >= 1000 DM,1 <= ... < 4 years,4,male : single,,3,real estate,46,,Own,2,skilled employee,1,,Yes,1
A14,9,existing credits paid back duly till now,furniture/equipment,1313,< 100 DM, >= 7 years,1,male : single,,4,car or other,20,,Own,1,skilled employee,1,,Yes,1
A11,18,critical account,repairs,1190,< 100 DM,unemployed,2,female : divorced/separated/married,,4,no property,55,,For Free,3,unemployed,2,,Yes,2
A14,5,existing credits paid back duly till now,business,3448,< 100 DM,4 <= ... < 7 years,1,male : single,,4,real estate,74,,Own,1,unskilled - resident,1,,Yes,1
A12,24,existing credits paid back duly till now,Car New0,11328,< 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,29,Bank,Own,2,management,1,registered under the customers name,Yes,2
A11,6,critical account,furniture/equipment,1872,< 100 DM,unemployed,4,male : single,,4,no property,36,,For Free,3,management,1,registered under the customers name,Yes,1
A14,24,critical account,repairs,2058,< 100 DM,1 <= ... < 4 years,4,male : divorced/separated,,2,real estate,33,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,9,existing credits paid back duly till now,furniture/equipment,2136,< 100 DM,1 <= ... < 4 years,3,male : single,,2,real estate,25,,Own,1,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,radio/television,1484,Unknown,1 <= ... < 4 years,2,male : married/widowed,,1,real estate,25,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A14,6,existing credits paid back duly till now,repairs,660,500 <= ... < 1000 DM,4 <= ... < 7 years,2,male : married/widowed,,4,real estate,23,,Rent,1,unskilled - resident,1,,Yes,1
A14,24,critical account,Car Used,1287,. >= 1000 DM, >= 7 years,4,female : divorced/separated/married,,4,real estate,37,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,42,critical account,repairs,3394,< 100 DM,unemployed,4,male : single,co-applicant,4,car or other,65,,Own,2,unemployed,1,,Yes,1
A13,12,all credits at this bank paid back duly,business,609,< 100 DM,< 1 year,4,female : divorced/separated/married,,1,real estate,26,,Own,1,unemployed,1,,Yes,2
A14,12,existing credits paid back duly till now,Car Used,1884,< 100 DM, >= 7 years,4,male : single,,4,car or other,39,,Own,1,management,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,furniture/equipment,1620,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,3,building society savings agreement/ life insurance,30,,Own,1,skilled employee,1,,Yes,1
A12,20,delay in paying off in the past,Car New0,2629,< 100 DM,1 <= ... < 4 years,2,male : single,,3,car or other,29,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,12,existing credits paid back duly till now,education,719,< 100 DM, >= 7 years,4,male : single,,4,car or other,41,Bank,Own,1,unskilled - resident,2,,Yes,2
A12,48,critical account,furniture/equipment,5096,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,3,car or other,30,,Own,1,management,1,registered under the customers name,Yes,2
A14,9,critical account,education,1244,Unknown, >= 7 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,41,,Rent,2,unskilled - resident,1,,Yes,1
A11,36,existing credits paid back duly till now,Car Used,1842,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,car or other,34,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A12,7,existing credits paid back duly till now,radio/television,2576,< 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,35,,Own,1,skilled employee,1,,Yes,1
A13,12,existing credits paid back duly till now,furniture/equipment,1424,Unknown, >= 7 years,3,female : divorced/separated/married,,4,real estate,55,,Own,1,management,1,registered under the customers name,Yes,1
A12,15,delay in paying off in the past,repairs,1512,. >= 1000 DM,1 <= ... < 4 years,3,male : married/widowed,,3,building society savings agreement/ life insurance,61,Stores,Own,2,skilled employee,1,,Yes,2
A14,36,critical account,Car New,11054,Unknown,1 <= ... < 4 years,4,male : single,,2,car or other,30,,Own,1,management,1,registered under the customers name,Yes,1
A14,6,existing credits paid back duly till now,radio/television,518,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,1,real estate,29,,Own,1,skilled employee,1,,Yes,1
A14,12,no credits taken/ all credits paid back duly,furniture/equipment,2759,< 100 DM, >= 7 years,2,male : single,,4,building society savings agreement/ life insurance,34,,Own,2,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,Car New,2670,< 100 DM, >= 7 years,4,male : single,,4,car or other,35,,Own,1,management,1,registered under the customers name,Yes,1
A11,24,existing credits paid back duly till now,Car Used,4817,< 100 DM,4 <= ... < 7 years,2,male : single,co-applicant,3,building society savings agreement/ life insurance,31,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A14,24,existing credits paid back duly till now,Car New,2679,< 100 DM,< 1 year,4,female : divorced/separated/married,,1,no property,29,,Own,1,management,1,registered under the customers name,Yes,1
A11,11,critical account,Car Used,3905,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,36,,Rent,2,skilled employee,2,,Yes,1
A11,12,existing credits paid back duly till now,Car New,3386,< 100 DM, >= 7 years,3,male : single,,4,no property,35,,For Free,1,skilled employee,1,registered under the customers name,Yes,2
A11,6,existing credits paid back duly till now,domestic appliances,343,< 100 DM,< 1 year,4,female : divorced/separated/married,,1,real estate,27,,Own,1,skilled employee,1,,Yes,1
A14,18,existing credits paid back duly till now,radio/television,4594,< 100 DM,< 1 year,3,male : single,,2,car or other,32,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,36,existing credits paid back duly till now,furniture/equipment,3620,< 100 DM,1 <= ... < 4 years,1,male : single,guarantor,2,building society savings agreement/ life insurance,37,,Own,1,skilled employee,2,,Yes,1
A11,15,existing credits paid back duly till now,Car Used,1721,< 100 DM,< 1 year,2,male : single,,3,real estate,36,,Own,1,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,furniture/equipment,3017,< 100 DM,< 1 year,3,female : divorced/separated/married,,1,real estate,34,,Rent,1,management,1,,Yes,1
A12,12,existing credits paid back duly till now,retraining,754,Unknown, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,38,,Own,2,skilled employee,1,,Yes,1
A14,18,existing credits paid back duly till now,business,1950,< 100 DM,4 <= ... < 7 years,4,male : single,,1,car or other,34,Stores,Own,2,skilled employee,1,registered under the customers name,Yes,1
A11,24,existing credits paid back duly till now,Car New,2924,< 100 DM,1 <= ... < 4 years,3,male : single,guarantor,4,no property,63,Bank,Own,1,skilled employee,2,registered under the customers name,Yes,1
A11,24,delay in paying off in the past,radio/television,1659,< 100 DM,< 1 year,4,female : divorced/separated/married,,2,car or other,29,,Rent,1,unskilled - resident,1,registered under the customers name,Yes,2
A14,48,delay in paying off in the past,radio/television,7238,Unknown, >= 7 years,3,male : single,,3,car or other,32,Bank,Own,2,skilled employee,2,,Yes,1
A14,33,delay in paying off in the past,business,2764,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,2,car or other,26,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,24,delay in paying off in the past,Car New,4679,< 100 DM,4 <= ... < 7 years,3,male : single,,3,car or other,35,,Own,2,unskilled - resident,1,registered under the customers name,Yes,1
A12,24,existing credits paid back duly till now,radio/television,3092,100 <= ... < 500 DM,< 1 year,3,male : married/widowed,,2,car or other,22,,Rent,1,skilled employee,1,registered under the customers name,Yes,2
A11,6,existing credits paid back duly till now,education,448,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,23,,Own,1,skilled employee,1,,Yes,2
A11,9,existing credits paid back duly till now,Car Used,654,< 100 DM,1 <= ... < 4 years,4,male : single,,3,car or other,28,,Own,1,unskilled - resident,1,,Yes,2
A14,6,existing credits paid back duly till now,retraining,1238,Unknown,unemployed,4,male : single,,4,building society savings agreement/ life insurance,36,,Own,1,management,2,registered under the customers name,Yes,1
A12,18,critical account,radio/television,1245,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,2,car or other,33,,Own,1,skilled employee,1,,Yes,2
A11,18,no credits taken/ all credits paid back duly,furniture/equipment,3114,< 100 DM,< 1 year,1,female : divorced/separated/married,,4,building society savings agreement/ life insurance,26,,Rent,1,skilled employee,1,,Yes,2
A14,39,existing credits paid back duly till now,Car New,2569,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,4,car or other,24,,Own,1,skilled employee,1,,Yes,1
A13,24,existing credits paid back duly till now,radio/television,5152,< 100 DM,4 <= ... < 7 years,4,male : single,,2,car or other,25,Bank,Own,1,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,business,1037,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,,4,real estate,39,,Own,1,unskilled - resident,1,,Yes,1
A11,15,critical account,furniture/equipment,1478,< 100 DM, >= 7 years,4,male : single,,4,car or other,44,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A12,12,critical account,radio/television,3573,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,1,real estate,23,,Own,1,unskilled - resident,1,,Yes,1
A12,24,existing credits paid back duly till now,Car Used,1201,< 100 DM,< 1 year,4,male : single,,1,building society savings agreement/ life insurance,26,,Own,1,skilled employee,1,,Yes,1
A11,30,existing credits paid back duly till now,furniture/equipment,3622,. >= 1000 DM, >= 7 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,57,,Rent,2,skilled employee,1,registered under the customers name,Yes,1
A14,15,delay in paying off in the past,furniture/equipment,960,. >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,,2,building society savings agreement/ life insurance,30,,Own,2,skilled employee,1,,Yes,1
A14,12,critical account,Car Used,1163,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,4,real estate,44,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,6,delay in paying off in the past,Car Used,1209,< 100 DM,unemployed,4,male : single,,4,building society savings agreement/ life insurance,47,,Own,1,management,1,registered under the customers name,Yes,2
A14,12,existing credits paid back duly till now,radio/television,3077,< 100 DM,1 <= ... < 4 years,2,male : single,,4,car or other,52,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,24,existing credits paid back duly till now,Car Used,3757,< 100 DM, >= 7 years,4,female : divorced/separated/married,co-applicant,4,no property,62,,For Free,1,skilled employee,1,registered under the customers name,Yes,1
A14,10,existing credits paid back duly till now,Car Used,1418,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,,2,real estate,35,,Rent,1,unskilled - resident,1,,No,1
